JENIS FASYANKES,NAMA,LONGITUDE,LATITUDE,PROVINSI,KABUPATEN,STATUS OPERASIONAL,KECAMATAN,DESA,GEOCODE_STATUS
Puskesmas,Cinta Maju,97.31612,3.97385,Aceh,Gayo Lues,Beroperasi,Blangpegayon,Ume Lah,ok
Puskesmas,Batu-Batu,97.9606012,2.7174812,Aceh,Kota Subulussalam,Beroperasi,Sultan Daulat,,ok
Puskesmas,Peukan Baro,97.13778,5.16163,Aceh,Pidie,Beroperasi,Muara Dua,,ok
Puskesmas,Celala,96.68768,4.60124,Aceh,Aceh Tengah,Beroperasi,Celala,Celala,ok
Puskesmas,Kute Panang,96.79994,4.67925,Aceh,Aceh Tengah,Beroperasi,Kute Panang,Tawardi,ok
Puskesmas,Alue Ie Mirah,97.59097,4.92091,Aceh,Aceh Timur,Beroperasi,Indra Makmu,Jambo Lubok,ok
Puskesmas,Bintang,97.01846,4.60532,Aceh,Aceh Tengah,Beroperasi,Bintang,Gele Pulo,ok
Puskesmas,Leuser,97.96338,3.11995,Aceh,Aceh Tenggara,Beroperasi,Leuser,Gunung Pak-Pak,ok
Puskesmas,Drien Rampak,95.968,4.312,Aceh,Aceh Barat,Beroperasi,Arongan Lambalek,Drien Rampak,ok
Puskesmas,Simpang Kramat,97.12542,5.0895,Aceh,Aceh Utara,Beroperasi,Kejaksan,Kebonbaru,ok
Puskesmas,Padang Rubek,96.22381,4.07581,Aceh,Nagan Raya,Beroperasi,Kuala Pesisir,Gampong Lhok,ok
Puskesmas,Kuala Bhee,96.047,4.385,Aceh,Aceh Barat,Beroperasi,Woyla,Tingkeum Panyang,ok
Puskesmas,Lhoknga,95.27773,5.43518,Aceh,Aceh Besar,Beroperasi,Lhoknga,Naga Umbang,ok
Puskesmas,Naga Timbul,97.96914,3.10161,Aceh,Aceh Tenggara,Beroperasi,Leuser,Gunung Pak-Pak,ok
Puskesmas,Simpang Ulim,97.53301,5.10581,Aceh,Aceh Timur,Beroperasi,,Gampongblang,ok
Puskesmas,Perkebunan Inti Alue Ie Itam,97.59097,4.92091,Aceh,Aceh Timur,Beroperasi,Indra Makmu,Jambo Lubok,ok
Puskesmas,Lamteuba,95.60159,5.44204,Aceh,Aceh Besar,Beroperasi,,,no_data
Puskesmas,Peusangan Selatan,96.77902,5.0024,Aceh,Bireuen,Beroperasi,,,no_data
Puskesmas,Babah Buloh,96.8931,5.12545,Aceh,Aceh Utara,Beroperasi,,Gampongsawang,ok
Puskesmas,Geumpang,96.12571,4.84441,Aceh,Pidie,Beroperasi,,Lhok Kuala,ok
Puskesmas,Montasik,95.42413,5.46057,Aceh,Aceh Besar,Beroperasi,Montasik,Lamme Garot,ok
Puskesmas,Suka Mulia,96.53143,3.94965,Aceh,Nagan Raya,Beroperasi,Darul Makmur,Alue Jampak,ok
Puskesmas,Kejuruan Muda,98.06385,4.23694,Aceh,Aceh Tamiang,Beroperasi,Kejuruan Muda,Sungai Liput,ok
Puskesmas,Padang Panyang,96.29306,4.03446,Aceh,Nagan Raya,Beroperasi,Kuala Pesisir,Padang Panyang,ok
Puskesmas,Kuta Blang,96.83043,5.2108,Aceh,Bireuen,Beroperasi,Kuta Blang,Tingkeum Manyang,ok
Puskesmas,Cot Ie Jue,96.75521,5.20433,Aceh,Bireuen,Beroperasi,,Gampongbaro,ok
Puskesmas,Gumpang,97.52626,3.83942,Aceh,Gayo Lues,Beroperasi,Puteri Betung,Uning Pune,ok
Puskesmas,Tanah Jambo Aye,97.05969,5.00539,Aceh,Aceh Utara,Beroperasi,Simpang Kramat,Pase Sentosa,ok
Puskesmas,Beutong Ateuh,96.51054,4.47066,Aceh,Nagan Raya,Beroperasi,Beutong Ateuh Banggalang,Babah Suak,ok
Puskesmas,Darul Ihsan,97.75853,4.92955,Aceh,Aceh Timur,Beroperasi,Blang Pidie,Meudang Ara,ok
Puskesmas,Deleng Pokhkisen,97.81813,3.51201,Aceh,Aceh Tenggara,Beroperasi,Deleng Pokhkisen,Beriring Naru,ok
Puskesmas,Kuta Malaka,95.48121,5.34644,Aceh,Aceh Besar,Beroperasi,Kota Cot Glie,Siron Krueng,ok
Puskesmas,Banda Mulia,97.9915,4.35494,Aceh,Aceh Tamiang,Beroperasi,,Seleleh,ok
Puskesmas,Meurah Mulia,97.20586,5.06061,Aceh,Aceh Utara,Beroperasi,Meurah Mulia,Keude Jungka Gajah,ok
Puskesmas,Bukit Gadeng,97.5088,2.97898,Aceh,Aceh Selatan,Beroperasi,Kota Bahagia,Buket Gadeng,ok
Puskesmas,Jagong,96.77367,4.36116,Aceh,Aceh Tengah,Beroperasi,Jagong Jeget,Jagong Jeget,ok
Puskesmas,Lembah Seulawah,95.71471,5.47241,Aceh,Aceh Besar,Beroperasi,,,no_data
Puskesmas,Jontor,98.07813,2.6072,Aceh,Kota Subulussalam,Beroperasi,Penanggalan,,ok
Puskesmas,Banda Baro,96.98636,5.21292,Aceh,Aceh Utara,Beroperasi,Makmur,Paya Dua,ok
Puskesmas,Sawang,96.89842,5.14306,Aceh,Aceh Utara,Beroperasi,Sawang,Lhok Bayu,ok
Puskesmas,Pirak Timu,97.28103,5.00531,Aceh,Aceh Utara,Beroperasi,Pirak Timur,Ceumeucet,ok
Puskesmas,Lapang,97.30328,5.16919,Aceh,Aceh Utara,Beroperasi,,Kualakeureutoe,ok
Puskesmas,Kuta Cot Glie,95.51804,5.40056,Aceh,Aceh Besar,Beroperasi,Kota Cot Glie,Lam Aling,ok
Puskesmas,Bandar Baru,96.05995,5.25452,Aceh,Pidie Jaya,Beroperasi,Bandar Baru,Peub Lueng Nibong,ok
Puskesmas,Buntul Keumumu,96.91782,4.82897,Aceh,Bener Meriah,Beroperasi,Permata,Bintang Permata,ok
Puskesmas,Kluet Timur,97.374,3.085,Aceh,Aceh Selatan,Beroperasi,Kluet Timur,Paya Dapur,ok
Puskesmas,Birem Bayeun,97.94074,4.53267,Aceh,Aceh Timur,Beroperasi,Birem Bayeun,Keude Birem,ok
Puskesmas,Ujong Fatihah,96.32163,4.12177,Aceh,Nagan Raya,Beroperasi,,Ujongfatihah,ok
Puskesmas,Baktiya Barat,97.37319,5.12033,Aceh,Aceh Utara,Beroperasi,Baktiya Barat,Matang Bayu,ok
Puskesmas,Sakti,95.94029,5.25419,Aceh,Pidie,Beroperasi,Sakti,Pante Krueng,ok
Puskesmas,Kembang Tanjong,96.01688,5.30411,Aceh,Pidie,Beroperasi,Kembang Tanjong,Aron Asan Kumbang,ok
Puskesmas,Pintu Rime,97.58992,4.10974,Aceh,Gayo Lues,Beroperasi,Pining,Pining,ok
Puskesmas,Penanggalan,98.02686,2.61824,Aceh,Kota Subulussalam,Beroperasi,Penanggalan,,ok
Puskesmas,Idi Timur,97.80028,4.91278,Aceh,Aceh Timur,Beroperasi,Juli,Seuneubok Dalam,ok
Puskesmas,Muara Batu,96.92533,5.25367,Aceh,Aceh Utara,Beroperasi,Muara Batu,Keude Bungkaih,ok
Puskesmas,Seruway,98.17783,4.35744,Aceh,Aceh Tamiang,Beroperasi,Seruway,Tangsi Lama,ok
Puskesmas,Peusangan Siblah Krueng,96.77902,5.0024,Aceh,Bireuen,Beroperasi,,,no_data
Puskesmas,Idi Rayeuk,97.78202,4.94441,Aceh,Aceh Timur,Beroperasi,Nurussalam,Seuneubok Rambong,ok
Puskesmas,Jeunieb,96.50631,5.18941,Aceh,Bireuen,Beroperasi,Krueng Sabee,Dayah Baro,ok
Puskesmas,Blangkejeren,97.33863,3.96617,Aceh,Gayo Lues,Beroperasi,,Kutesere,ok
Puskesmas,Lut Tawar,96.84898,4.62483,Aceh,Aceh Tengah,Beroperasi,,Blangkolak Satu,ok
Puskesmas,Kuala Simpang,98.06003,4.2918,Aceh,Aceh Tamiang,Beroperasi,Kota Kualasinpang,Kota Kualasimpang,ok
Puskesmas,Keude Geurobak,97.69653,4.90754,Aceh,Aceh Timur,Beroperasi,Sungai Raya,Buket Drien,ok
Puskesmas,Rikit Gaib,97.25538,4.10974,Aceh,Gayo Lues,Beroperasi,Rikit Gaib,Cane Toa,ok
Puskesmas,Peudada,96.59189,5.1998,Aceh,Bireuen,Beroperasi,Muara Batu,Meunasah Baro,ok
Puskesmas,Kajeung,96.099,4.516,Aceh,Aceh Barat,Beroperasi,Sungai Mas,Tuwi Saya,ok
Puskesmas,Tanah Luas,97.27472,5.06744,Aceh,Aceh Utara,Beroperasi,,Jeumpabeureghang,ok
Puskesmas,Jangka Buya,96.32128,5.22231,Aceh,Pidie Jaya,Beroperasi,Jangka Buaya,Keurisi Meunasah Raya,ok
Puskesmas,Teupien Raya,96.04539,5.25464,Aceh,Pidie,Beroperasi,Geulumpang Tiga,Kruet Teumpeun,ok
Puskesmas,Ujong Padang Rasian,97.3044,3.1554,Aceh,Aceh Selatan,Beroperasi,Pasi Raja,Ujung Padang Rasian,ok
Puskesmas,Pulo Teungoh,96.55982,3.98205,Aceh,Nagan Raya,Beroperasi,Darul Makmur,Pulo Teungoh,ok
Puskesmas,Pulo Aceh,95.12071,5.68026,Aceh,Aceh Besar,Beroperasi,Teluk Sampit,Lampuyang,ok
Puskesmas,Pidie,95.93631,5.38361,Aceh,Pidie,Beroperasi,Sakti,Kampong Baro,ok
Puskesmas,Pasi Mali,96.015,4.346,Aceh,Aceh Barat,Beroperasi,,Cotlagan,ok
Puskesmas,Atu Lintang,96.7925,4.46414,Aceh,Aceh Tengah,Beroperasi,Atu Lintang,Merah Mege,ok
Puskesmas,Meureubo,96.153,4.15,Aceh,Aceh Barat,Beroperasi,Suka Makmue,Meureubo,ok
Puskesmas,Kuta Tinggi,98.07122,2.44681,Aceh,Aceh Singkil,Beroperasi,Sine,Pandansari,ok
Puskesmas,Pulau Banyak,97.39932,2.30692,Aceh,Aceh Singkil,Beroperasi,Pulau Banyak,Pulau Balai,ok
Puskesmas,Peukan Bada,95.2527,5.52894,Aceh,Aceh Besar,Beroperasi,Peukan Bada,Lam Isek,ok
Puskesmas,Jeumpa,96.64445,5.20232,Aceh,Bireuen,Beroperasi,Jeumpa,Teupok Tunong,ok
Puskesmas,Trienggadeng,96.18751,5.25397,Aceh,Pidie Jaya,Beroperasi,,Paya Tringgadeng,ok
Puskesmas,Dabun Gelang,97.3544,4.01792,Aceh,Gayo Lues,Beroperasi,Dabun Gelang,Uning Gelung,ok
Puskesmas,Blang Bintang,95.41341,5.51709,Aceh,Aceh Besar,Beroperasi,,Kampungblang,ok
Puskesmas,Peulimbang,96.53182,5.18648,Aceh,Bireuen,Beroperasi,Arongan Lambalek,Seuneubok Teungoh,ok
Puskesmas,Drien Jalo,97.0724,3.48959,Aceh,Aceh Selatan,Beroperasi,,,no_data
Puskesmas,Babussalam,97.4924,3.2803,Aceh,Aceh Tenggara,Beroperasi,,,no_data
Puskesmas,Kuta Baharu,97.87802,2.45409,Aceh,Aceh Singkil,Beroperasi,Kota Baharu,Ladang Bisik,ok
Puskesmas,Blangjerango,97.28057,4.02103,Aceh,Gayo Lues,Beroperasi,,Tampengmesura,ok
Puskesmas,Trumon,97.62468,2.82815,Aceh,Aceh Selatan,Beroperasi,Trumon,Keude Trumon,ok
Puskesmas,Kota Kutacane,97.81007,3.48629,Aceh,Aceh Tenggara,Beroperasi,,,no_data
Puskesmas,Peudawa,97.80758,4.88303,Aceh,Aceh Timur,Beroperasi,Arongan Lambalek,Seuneubok Teungoh,ok
Puskesmas,Suak Ribee,96.117,4.154,Aceh,Aceh Barat,Beroperasi,Johan Pahwalan,Suak Ribee,ok
Puskesmas,Mutiara,95.992,5.28554,Aceh,Pidie,Beroperasi,Mutiara,Lampoh Sirong,ok
Puskesmas,Ngkeran,97.82549,3.42574,Aceh,Aceh Tenggara,Beroperasi,,Ngkeran,ok
Puskesmas,Simpang Tiga,96.88189,4.73458,Aceh,Bener Meriah,Beroperasi,Bukit,Godang,ok
Puskesmas,Syamtalira Bayu,97.186,5.11764,Aceh,Aceh Utara,Beroperasi,Syamtalira Bayu,Beunot,ok
Puskesmas,Lawe Dua,97.88005,3.42632,Aceh,Aceh Tenggara,Beroperasi,Bukit Tusam,Kute Empat Lima,ok
Puskesmas,Pamar,96.36483,4.67063,Aceh,Aceh Tengah,Beroperasi,,,no_data
Puskesmas,Pante Bidari,97.52061,5.0614,Aceh,Aceh Timur,Beroperasi,Peudada,Meunasah Tunong,ok
Puskesmas,Bakal Buah,97.93214,2.67982,Aceh,Kota Subulussalam,Beroperasi,Rundeng,,ok
Puskesmas,Silih Nara,96.72393,4.62357,Aceh,Aceh Tengah,Beroperasi,,Pepayungenangkup,ok
Puskesmas,Alue Rambot,96.68372,4.02769,Aceh,Nagan Raya,Beroperasi,,,no_data
Puskesmas,Sapta Jaya,98.12481,4.26373,Aceh,Aceh Tamiang,Beroperasi,Sukamulia,Sukamulia,ok
Puskesmas,Langsa Barat,97.97083,4.52187,Aceh,Kota Langsa,Beroperasi,Langsa Barat,Seuriget,ok
Puskesmas,Kuta Panjang,97.28057,4.02103,Aceh,Gayo Lues,Beroperasi,,Tampengmesura,ok
Puskesmas,Samar Kilang,97.27499,4.67654,Aceh,Bener Meriah,Beroperasi,,,no_data
Puskesmas,Pante Raja,96.13492,5.27368,Aceh,Pidie Jaya,Beroperasi,Panteraja,Tu,ok
Puskesmas,Langsa Kota,97.95023,4.47573,Aceh,Kota Langsa,Beroperasi,Langsa Baro,,ok
Puskesmas,Kutambaru,97.83561,3.48513,Aceh,Aceh Tenggara,Beroperasi,Deleng Pokhkisen,Tading Ni Ulihi,ok
Puskesmas,Ie Alang,95.49533,5.41032,Aceh,Aceh Besar,Beroperasi,Kota Cot Glie,Leupung Bruek,ok
Puskesmas,Lampupok,95.4421,5.43691,Aceh,Aceh Besar,Beroperasi,Indrapuri,Lambeutong,ok
Puskesmas,Ujong Rimba,95.6417,4.92965,Aceh,Pidie,Beroperasi,,,no_data
Puskesmas,Darussalam,95.39761,5.58893,Aceh,Aceh Besar,Beroperasi,Darussalam,Miruek Taman,ok
Puskesmas,Lampisang,95.27244,5.5143,Aceh,Aceh Besar,Beroperasi,Peukan Bada,Lampisang,ok
Puskesmas,Tamiang Hulu,97.859,4.16846,Aceh,Aceh Tamiang,Beroperasi,,,no_data
Puskesmas,Tanoh Alas,97.97339,3.28405,Aceh,Aceh Tenggara,Beroperasi,Babul Makmur,Sejahtera Baru,ok
Puskesmas,Singkohor,97.95854,2.52812,Aceh,Aceh Singkil,Beroperasi,Singkohor,Singkohor,ok
Puskesmas,Juli-2,96.67098,5.14378,Aceh,Bireuen,Beroperasi,,,no_data
Puskesmas,Kluet Selatan,97.32345,3.05696,Aceh,Aceh Selatan,Beroperasi,Kluet Selatan,Suaq Bakung,ok
Puskesmas,Ladang Tuha,97.28007,3.19417,Aceh,Aceh Selatan,Beroperasi,Pasi Raja,Ladang Tuha,ok
Puskesmas,Lhok Bengkuang,97.19714,3.25868,Aceh,Aceh Selatan,Beroperasi,Sijuk,Batu Itam,ok
Puskesmas,Johan Pahlawan,96.133,4.147,Aceh,Aceh Barat,Beroperasi,,,no_data
Puskesmas,Darul Imarah,95.32692,5.3046,Aceh,Aceh Besar,Beroperasi,,,no_data
Puskesmas,Mon Keulayu,96.36483,5.22753,Aceh,Bireuen,Beroperasi,Samalanga,Tanjong Baro,ok
Puskesmas,Simpang Kiri,97.984,4.1112,Aceh,Aceh Tamiang,Beroperasi,,Kampung Simpang Kiri,ok
Puskesmas,Langsa Timur,98.01754,4.45561,Aceh,Kota Langsa,Beroperasi,Langsa Timur,,ok
Puskesmas,Ranto Peureulak,97.82304,4.80555,Aceh,Aceh Timur,Beroperasi,Rantau Peureulak,Blang Barom,ok
Puskesmas,Danau Paris,98.13297,2.23924,Aceh,Aceh Singkil,Beroperasi,Danau Paris,Lae Balno,ok
Puskesmas,Blang Kuta,96.27843,5.18216,Aceh,Pidie Jaya,Beroperasi,Bandar Dua,Alue Mee,ok
Puskesmas,Pulau Banyak Barat,97.29405,2.1347,Aceh,Aceh Singkil,Beroperasi,,,no_data
Puskesmas,Uning Sigur-Gur,97.89634,3.333,Aceh,Aceh Tenggara,Beroperasi,Babul Rahmah,Uning Sigugur,ok
Puskesmas,Simpang Mamplam,96.4192,5.17615,Aceh,Bireuen,Beroperasi,Simpang Mamplam,Ie Rhob Timu,ok
Puskesmas,Grong-Grong,97.71062,4.99212,Aceh,Pidie,Beroperasi,Meureudu,Grong-Grong,ok
Puskesmas,Suka Makmur,97.70646,3.39152,Aceh,Aceh Tenggara,Beroperasi,,,no_data
Puskesmas,Leupung,95.24382,5.34317,Aceh,Aceh Besar,Beroperasi,Leupung,Layeun,ok
Puskesmas,Manyak Payed,98.07554,4.39921,Aceh,Aceh Tamiang,Beroperasi,Bukit Tusam,Tualang Baru,ok
Puskesmas,Kota Juang,96.72611,5.19641,Aceh,Bireuen,Beroperasi,Idi Tunong,Buket Teukuh,ok
Puskesmas,Samadua,97.1478,3.30856,Aceh,Aceh Selatan,Beroperasi,Samadua,Jilatang,ok
Puskesmas,Peulumat,97.03249,3.5038,Aceh,Aceh Selatan,Beroperasi,Pasi Raja,Ladang Tuha,ok
Puskesmas,Singah Mulo,96.73417,4.90973,Aceh,Bener Meriah,Beroperasi,Pintu Rime Gayo,Blang Rakal,ok
Puskesmas,Kampung Paya,97.36872,3.11173,Aceh,Aceh Selatan,Beroperasi,Kluet Utara,Kampung Paya,ok
Puskesmas,Darussalam,95.3975525,5.5888732,Aceh,Aceh Selatan,Beroperasi,Darussalam,Miruek Taman,ok
Puskesmas,Sedar,97.1295617,3.3216884,Aceh,Aceh Selatan,Beroperasi,Samadua,Alur Pinang,ok
Puskesmas,Simpang Tiga,95.990453,5.3515085,Aceh,Pidie,Beroperasi,,Teungoh Baro,ok
